,antecedent,consequent,confidence,lift,support,candidate
0,"['hmhas', 'edit']",['billieeilish'],0.9925650557620818,55.79313115830045,0.0006169307042791577,kamalahq
1,"['billieeilishedit', 'billieeilishedits', 'edit']",['billieeilish'],0.9898255813953488,55.639142407879866,0.0005245066287317184,kamalahq
2,"['billieeilishedits', 'edit', 'viral']",['billieeilish'],0.9876265466816648,55.51553234172856,0.0006762361527554312,kamalahq
3,"['shortnsweet', 'fyp']",['sabrinacarpenter'],0.9874476987447699,253.17250325540198,0.0005453020457298922,kamalahq
4,"['billieeilishedits', 'edit', 'fyp']",['billieeilish'],0.9866045428072219,55.458084423448476,0.0013047198664780189,kamalahq
5,"['billieeilishedits', 'foryou', 'fyp']",['billieeilish'],0.9851988899167438,55.379071188370126,0.0008202636704835243,kamalahq
6,"['billieeilishedits', 'edit']",['billieeilish'],0.984789391575663,55.35605285368224,0.0019447565896440365,kamalahq
7,"['eilish', 'billieeilishedits']",['billieeilish'],0.9844444444444445,55.33666301074648,0.0006823977577919273,kamalahq
8,"['billieeilishedit', 'billie']",['billieeilish'],0.9843971631205674,55.3340052775439,0.0005345192369160242,kamalahq
9,"['billieeilishedit', 'edit']",['billieeilish'],0.9834152334152334,55.27880997067723,0.0012330912079287534,kamalahq
10,"['billieeilishedit', 'billieeilishedits']",['billieeilish'],0.9826026443980515,55.23313348292437,0.0010875232889415365,kamalahq
11,"['ilyarozanov', 'shanehollander']",['heatedrivalry'],0.9816414686825053,499.4227908319058,0.0007001123722718531,kamalahq
12,"['billieeilishedits', 'aftereffects', 'fyp']",['billieeilish'],0.981294964028777,55.1596273868428,0.0005252768293612804,kamalahq
13,"['hmhas', 'viral']",['billieeilish'],0.9811320754716981,55.15047124883801,0.0005607060583211321,kamalahq
14,"['billieeilishedit', 'edit', 'fyp']",['billieeilish'],0.9809760132340778,55.141698825467,0.0009134579466605256,kamalahq
15,"['hmhastour', 'hmhas']",['billieeilish'],0.9803108808290155,55.1043110297776,0.0007286097955656469,kamalahq
16,"['billieeilishedits', 'foryou']",['billieeilish'],0.980191256830601,55.097586838356115,0.0011052379034214622,kamalahq
17,"['billieeilishedit', 'billieeilishedits', 'fyp']",['billieeilish'],0.9795037756202805,55.05894279269522,0.0006993421716422911,kamalahq
18,['ilyarozanov'],['heatedrivalry'],0.9786666666666667,497.9093218390804,0.000847990893147756,kamalahq
19,"['billieeilishedits', 'edits']",['billieeilish'],0.9785202863961814,55.003659823629974,0.0006315645162408356,kamalahq
20,['shortnsweet'],['sabrinacarpenter'],0.9782797567332754,250.82192728899795,0.0008672459088868059,kamalahq
21,"['hmhas', 'billieeilishedits']",['billieeilish'],0.9770114942528736,54.9188490221077,0.0011129399097170821,kamalahq
22,['billieeilishconcert'],['billieeilish'],0.9764344262295082,54.88641141841817,0.0007340011999725809,kamalahq
23,"['billieeilishedit', 'foryou']",['billieeilish'],0.9737130339539978,54.73343908146222,0.0006847083596806132,kamalahq
24,"['hmhas', 'billieeilishedits', 'fyp']",['billieeilish'],0.9735632183908046,54.725017790264964,0.0006523599332390094,kamalahq
25,"['billieeilishedit', 'foryou', 'fyp']",['billieeilish'],0.9734748010610079,54.72004775867925,0.000565327262098504,kamalahq
26,['shanehollander'],['heatedrivalry'],0.9723320158102767,494.68648630230336,0.0009473467743612533,kamalahq
27,['sabrinacarpenteredit'],['sabrinacarpenter'],0.9715447154471545,249.0951246805122,0.0007363118018612669,kamalahq
28,"['billieeilishfan', 'billieeilishedits', 'fyp']",['billieeilish'],0.9709302325581395,54.577014872927684,0.0005144940205474124,kamalahq
29,"['billieeilishedit', 'foryoupage']",['billieeilish'],0.9703196347031964,54.542692521956276,0.0006546705351276954,kamalahq
30,['hitmehardandsofttour'],['billieeilish'],0.9702898550724638,54.54101857742875,0.0010312986429835108,kamalahq
31,['billieeilishedit'],['billieeilish'],0.967391304347826,54.37808797674935,0.002810462097271718,kamalahq
32,"['hmhas', 'fyp']",['billieeilish'],0.9668784029038112,54.34925724432423,0.0016412975415966106,kamalahq
33,"['elianakalogeras', 'demitrakalogeras', 'fyp']",['sundaykalogeras'],0.9666666666666667,774.7433539094651,0.0006700745477189353,kamalahq
34,"['billieeilishedit', 'viral']",['billieeilish'],0.9660468876313663,54.30251689175355,0.0009203897523265836,kamalahq
35,"['billieeilishedit', 'fyp']",['billieeilish'],0.9636596836254809,54.16832963074856,0.001736032219032736,kamalahq
36,"['billieeilishfan', 'fyp']",['billieeilish'],0.9631901840490797,54.14193856318795,0.0010882934895710984,kamalahq
37,"['billieeilishedit', 'viral', 'fyp']",['billieeilish'],0.9630044843049327,54.13150018424129,0.0006616023407937534,kamalahq
38,"['billie', 'edit']",['billieeilish'],0.9627039627039627,54.114607547328994,0.0006361857200182075,kamalahq
39,"['billieeilishedits', 'aftereffects']",['billieeilish'],0.9621749408983451,54.08487067233518,0.0009404149686951954,kamalahq
40,"['billieeilishedits', 'viral', 'fyp']",['billieeilish'],0.9616724738675958,54.05662646931133,0.0010628768687955526,kamalahq
41,"['sundaykalogeras', 'elianakalogeras', 'fyp']",['demitrakalogeras'],0.9613259668508287,595.4914438446291,0.0006700745477189353,kamalahq
42,"['eilish', 'fyp']",['billieeilish'],0.9600638977635783,53.966206705862525,0.0009257811567335175,kamalahq
43,['hmhas'],['billieeilish'],0.9600397120873666,53.96484720343274,0.002979136035145795,kamalahq
44,['happierthanever'],['billieeilish'],0.9598965071151359,53.95679750054243,0.000571488867135,kamalahq
45,['hmhastour'],['billieeilish'],0.9595250944414463,53.935920001484085,0.0013694167193612264,kamalahq
46,"['eilish', 'billie', 'fyp']",['billieeilish'],0.9578378378378378,53.841077523969545,0.0006823977577919273,kamalahq
47,"['billieeilishedits', 'fyp']",['billieeilish'],0.9578077424967377,53.83938583302848,0.003391963572591024,kamalahq
48,['eyekons'],['katseye'],0.9573590096286108,100.37951351194637,0.0005360596381751482,kamalahq
49,"['sundaykalogeras', 'elianakalogeras']",['demitrakalogeras'],0.9565943238731218,592.5604370834342,0.0008826499214780458,kamalahq
50,"['elianakalogeras', 'demitrakalogeras']",['sundaykalogeras'],0.9565943238731218,766.6707877326409,0.0008826499214780458,kamalahq
51,['eilish'],['billieeilish'],0.9563652721547459,53.75830305007586,0.0016374465384488006,kamalahq
52,"['billieeilishfan', 'billie']",['billieeilish'],0.9562043795620438,53.7492591073389,0.0005044814123631064,kamalahq
53,"['trending', 'xyzbca', 'foryou', 'foryoupage', 'viral']",['fyp'],0.9560439560439561,2.191705435776776,0.0005360596381751482,kamalahq
54,"['hmhastour', 'fyp']",['billieeilish'],0.9557428872497366,53.72331813655856,0.0006985719710127291,kamalahq
55,"['trending', 'xyzbca', 'foryou', 'viral']",['fyp'],0.9553072625698324,2.190016585508406,0.0007902258459306065,kamalahq
56,"['trend', 'trending', 'foryoupage', 'viral']",['fyp'],0.9550033579583613,2.1893198922395367,0.0010952252952371564,kamalahq
57,"['billie', 'foryou', 'fyp']",['billieeilish'],0.9544846050870147,53.65258876589279,0.0005491530488777022,kamalahq
58,"['billieeilishfan', 'billieeilishedits']",['billieeilish'],0.9537426408746846,53.61088217308763,0.0008734075139233019,kamalahq
59,['lara'],['katseye'],0.9533954727030626,99.96393492087267,0.0005514636507663881,kamalahq
60,"['sundaykalogeras', 'elianakalogeras', 'kalogerassisters']",['demitrakalogeras'],0.9527777777777777,590.1962852523325,0.0005283576318795283,kamalahq
61,"['eilish', 'billie']",['billieeilish'],0.9525316455696202,53.54281084668408,0.001159151947490802,kamalahq
62,"['viralvideo', 'fy', 'viral']",['fyp'],0.9512534818941504,2.1807234007273384,0.0005260470299908424,kamalahq
63,"['trending', 'xyzbca', 'foryou', 'foryoupage']",['fyp'],0.9509132420091324,2.179943409806683,0.0006415771244251415,kamalahq
64,"['elianakalogeras', 'demitrakalogeras', 'kalogerassisters']",['sundaykalogeras'],0.9488243430152143,760.4434694260882,0.0005283576318795283,kamalahq
65,"['funny', 'foryou', 'foryoupage', 'viral']",['fyp'],0.9479041916167664,2.1730452415166344,0.0012192275965966374,kamalahq
66,"['billieeilishedits', 'foryoupage']",['billieeilish'],0.9477987421383648,53.276769341024924,0.001160692348749926,kamalahq
67,"['trend', 'trending', 'foryou', 'foryoupage', 'viral']",['fyp'],0.9475100942126514,2.1721417836605768,0.0005422212432116442,kamalahq
68,"['trending', 'edit', 'foryou', 'foryoupage', 'viral']",['fyp'],0.9469914040114613,2.1709527001187108,0.0005091026161404785,kamalahq
69,"['billie', 'viral', 'fyp']",['billieeilish'],0.9469135802469136,53.22701345528286,0.0005907438828740498,kamalahq
70,"['trending', 'edit', 'foryou', 'foryoupage']",['fyp'],0.9466019417475728,2.1700598681987993,0.0006007564910583558,kamalahq
71,"['hmhas', 'billie']",['billieeilish'],0.9460020768431984,53.17577688528728,0.0007016527735309771,kamalahq
72,"['billieeilishedits', 'viral']",['billieeilish'],0.9447186574531096,53.10363452449526,0.0014741640049816577,kamalahq
73,"['fypage', 'xyzbca', 'viral']",['fyp'],0.9440745672436751,2.1642659291195154,0.0005460722463594542,kamalahq
74,"['xyzbca', 'edit', 'foryoupage', 'viral']",['fyp'],0.9440203562340967,2.1641416518165517,0.000571488867135,kamalahq
75,"['trend', 'foryou', 'foryoupage', 'viral']",['fyp'],0.9436426116838488,2.163275682444663,0.0010574854643886186,kamalahq
76,['billiestan'],['billieeilish'],0.9428571428571428,52.99899682099872,0.0006608321401641913,kamalahq
77,"['trending', 'xyzbca', 'foryou']",['fyp'],0.9426289034132171,2.1609517830956952,0.000999720417171469,kamalahq
78,"['bnha', 'myheroacademia']",['mha'],0.9426048565121413,274.3428086338654,0.0006577513376459434,kamalahq
79,"['billie', 'billieeilishedits', 'fyp']",['billieeilish'],0.9424083769633508,52.97377121565793,0.0005545444532846361,kamalahq
80,['billieeilishfan'],['billieeilish'],0.941923076923077,52.94649198731825,0.0018862213417973248,kamalahq
